variante,algoritmo,tamanio,corridas,factibles_pct,metrica,media,mediana,desviacion_muestral,mejor,peor
BASE,GENETICO,25,30,100,objetivo,22550.744833,22544.381667,13.238858,22535.841667,22583.421667
BASE,GENETICO,25,30,100,tiempoMs,277.804153,277.2663,62.395779,147.3742,447.3061
BASE,GENETICO,25,30,100,evaluaciones,9060,9060,0,9060,9060
BASE,GENETICO,25,30,100,cumplimientoPct,48,48,0,48,48
BASE,GENETICO,25,30,100,cumplimientoPrioritariosPct,26.666667,26.666667,0,26.666667,26.666667
BASE,GENETICO,25,30,100,retrasoHoras,219.459833,219.398333,0.133779,219.308333,219.788333
BASE,GENETICO,25,30,100,tiempoAtencionHoras,604.7615,604.720833,0.284167,604.073333,605.158333
BASE,GENETICO,25,30,100,noAsignados,0,0,0,0,0
BASE,GENETICO,25,30,100,costo,10645.466667,10624,77.729741,10528,10796
BASE,GENETICO,25,30,100,distanciaKm,1495.733333,1488,12.42615,1476,1516
BASE,GENETICO,25,30,100,utilizacionPct,42.401961,42.401961,0,42.401961,42.401961
BASE,RECOCIDO_SIMULADO,25,30,100,objetivo,22578.639389,22575.654167,23.437332,22539.406667,22633.276667
BASE,RECOCIDO_SIMULADO,25,30,100,tiempoMs,29.000227,29.0124,0.780016,27.5202,30.545
BASE,RECOCIDO_SIMULADO,25,30,100,evaluaciones,4470.333333,4461,69.427875,4341,4621
BASE,RECOCIDO_SIMULADO,25,30,100,cumplimientoPct,48.266667,48,1.014833,52,48
BASE,RECOCIDO_SIMULADO,25,30,100,cumplimientoPrioritariosPct,27.111111,26.666667,1.691388,33.333333,26.666667
BASE,RECOCIDO_SIMULADO,25,30,100,retrasoHoras,219.677889,219.668333,0.224741,219.308333,220.223333
BASE,RECOCIDO_SIMULADO,25,30,100,tiempoAtencionHoras,610.8505,610.373333,3.06922,607.553333,620.543333
BASE,RECOCIDO_SIMULADO,25,30,100,noAsignados,0,0,0,0,0
BASE,RECOCIDO_SIMULADO,25,30,100,costo,10559.2,10572,444.526746,9790,11644
BASE,RECOCIDO_SIMULADO,25,30,100,distanciaKm,1442,1432,70.237037,1352,1628
BASE,RECOCIDO_SIMULADO,25,30,100,utilizacionPct,42.401961,42.401961,0,42.401961,42.401961
BASE,GENETICO,50,30,100,objetivo,106102.184722,106347.705,544.403081,104692.463333,106545.155
BASE,GENETICO,50,30,100,tiempoMs,241.688553,209.73195,94.471337,187.0098,660.1002
BASE,GENETICO,50,30,100,evaluaciones,9060,9060,0,9060,9060
BASE,GENETICO,50,30,100,cumplimientoPct,28,28,0,28,28
BASE,GENETICO,50,30,100,cumplimientoPrioritariosPct,7.142857,7.142857,0,7.142857,7.142857
BASE,GENETICO,50,30,100,retrasoHoras,1033.418111,1044.076667,23.999578,978.305,1046.026667
BASE,GENETICO,50,30,100,tiempoAtencionHoras,1927.040278,1940.038333,29.186321,1861.246667,1942.488333
BASE,GENETICO,50,30,100,noAsignados,0.166667,0,0.379049,0,1
BASE,GENETICO,50,30,100,costo,16286.4,16268,364.686129,15448,16860
BASE,GENETICO,50,30,100,distanciaKm,2510.866667,2510,57.814646,2338,2584
BASE,GENETICO,50,30,100,utilizacionPct,73.619281,74.019608,0.911371,74.019608,71.568627
BASE,RECOCIDO_SIMULADO,50,30,100,objetivo,106485.7255,106445.315,120.226911,106286.048333,106671.755
BASE,RECOCIDO_SIMULADO,50,30,100,tiempoMs,49.445237,49.34905,1.283638,46.0453,51.5197
