variante,escenario,tamanio,instancia,repeticion,semilla,algoritmo,tiempo_ms,evaluaciones,F,T_horas,R_horas,N,V,factible,verificada,cumplimiento_pct,cumplimiento_prioritarios_pct,costo,distancia_km,utilizacion_pct,temperatura_inicial
BASE,N025-I01,25,1,0,42,GENETICO,316.1302,9060,22569.786667,604.453333,219.653333,0,0,true,true,48,26.666667,10692,1508,42.401961,
BASE,N025-I01,25,1,0,42,RECOCIDO_SIMULADO,30.545,4341,22595.201667,608.868333,219.863333,0,0,true,true,48,26.666667,10480,1452,42.401961,224.368883
BASE,N025-I01,25,1,1,43,RECOCIDO_SIMULADO,29.8321,4461,22577.646667,610.813333,219.668333,0,0,true,true,48,26.666667,10672,1468,42.401961,259.893473
BASE,N025-I01,25,1,1,43,GENETICO,192.6806,9060,22571.301667,604.468333,219.668333,0,0,true,true,48,26.666667,10688,1508,42.401961,
BASE,N025-I01,25,1,2,44,GENETICO,309.4728,9060,22544.781667,604.948333,219.398333,0,0,true,true,48,26.666667,10728,1504,42.401961,
BASE,N025-I01,25,1,2,44,RECOCIDO_SIMULADO,29.3548,4501,22569.461667,611.628333,219.578333,0,0,true,true,48,26.666667,10536,1416,42.401961,278.44757
BASE,N025-I01,25,1,3,45,RECOCIDO_SIMULADO,30.4021,4581,22557.401667,610.068333,219.473333,0,0,true,true,48,26.666667,10752,1436,42.401961,310.106015
BASE,N025-I01,25,1,3,45,GENETICO,447.3061,9060,22544.381667,604.548333,219.398333,0,0,true,true,48,26.666667,10600,1488,42.401961,
BASE,N025-I01,25,1,4,46,GENETICO,279.2181,9060,22555.336667,605.003333,219.503333,0,0,true,true,48,26.666667,10636,1496,42.401961,
BASE,N025-I01,25,1,4,46,RECOCIDO_SIMULADO,28.8375,4461,22596.671667,617.838333,219.788333,0,0,true,true,48,26.666667,10120,1352,42.401961,267.966511
BASE,N025-I01,25,1,5,47,RECOCIDO_SIMULADO,29.6162,4621,22567.961667,610.128333,219.578333,0,0,true,true,48,26.666667,10264,1382,42.401961,318.33296
BASE,N025-I01,25,1,5,47,GENETICO,302.0173,9060,22581.406667,604.073333,219.773333,0,0,true,true,48,26.666667,10628,1504,42.401961,
BASE,N025-I01,25,1,6,48,GENETICO,282.7683,9060,22535.991667,605.158333,219.308333,0,0,true,true,48,26.666667,10528,1476,42.401961,
BASE,N025-I01,25,1,6,48,RECOCIDO_SIMULADO,29.0964,4501,22541.646667,610.813333,219.308333,0,0,true,true,48,26.666667,10300,1386,42.401961,271.479455
BASE,N025-I01,25,1,7,49,RECOCIDO_SIMULADO,29.1354,4421,22565.781667,609.448333,219.563333,0,0,true,true,48,26.666667,10568,1444,42.401961,244.28834
BASE,N025-I01,25,1,7,49,GENETICO,202.468,9060,22544.381667,604.548333,219.398333,0,0,true,true,48,26.666667,10600,1488,42.401961,
BASE,N025-I01,25,1,8,50,GENETICO,275.8935,9060,22544.381667,604.548333,219.398333,0,0,true,true,48,26.666667,10600,1488,42.401961,
BASE,N025-I01,25,1,8,50,RECOCIDO_SIMULADO,29.2307,4501,22583.665,609.998333,219.736667,0,0,true,true,52,33.333333,11088,1514,42.401961,270.576052
BASE,N025-I01,25,1,9,51,RECOCIDO_SIMULADO,29.1651,4421,22569.316667,611.483333,219.578333,0,0,true,true,48,26.666667,10164,1378,42.401961,247.06906
BASE,N025-I01,25,1,9,51,GENETICO,369.7757,9060,22555.186667,604.853333,219.503333,0,0,true,true,48,26.666667,10732,1508,42.401961,
BASE,N025-I01,25,1,10,52,GENETICO,240.4407,9060,22535.991667,605.158333,219.308333,0,0,true,true,48,26.666667,10528,1476,42.401961,
BASE,N025-I01,25,1,10,52,RECOCIDO_SIMULADO,29.2985,4501,22585.116667,610.783333,219.743333,0,0,true,true,48,26.666667,10688,1504,42.401961,277.318243
BASE,N025-I01,25,1,11,53,RECOCIDO_SIMULADO,29.7303,4461,22558.081667,612.248333,219.458333,0,0,true,true,48,26.666667,10592,1412,42.401961,255.90468
BASE,N025-I01,25,1,11,53,GENETICO,219.1336,9060,22544.381667,604.548333,219.398333,0,0,true,true,48,26.666667,10600,1488,42.401961,
BASE,N025-I01,25,1,12,54,GENETICO,265.5413,9060,22535.841667,605.008333,219.308333,0,0,true,true,48,26.666667,10624,1488,42.401961,
BASE,N025-I01,25,1,12,54,RECOCIDO_SIMULADO,28.7664,4461,22604.451667,610.618333,219.938333,0,0,true,true,48,26.666667,10816,1484,42.401961,263.983968
BASE,N025-I01,25,1,13,55,RECOCIDO_SIMULADO,27.8853,4341,22577.596667,610.763333,219.668333,0,0,true,true,48,26.666667,10108,1362,42.401961,224.218935
BASE,N025-I01,25,1,13,55,GENETICO,276.4654,9060,22535.841667,605.008333,219.308333,0,0,true,true,48,26.666667,10624,1488,42.401961,
BASE,N025-I01,25,1,14,56,GENETICO,235.5494,9060,22555.336667,605.003333,219.503333,0,0,true,true,48,26.666667,10636,1496,42.401961,
BASE,N025-I01,25,1,14,56,RECOCIDO_SIMULADO,28.2364,4421,22551.631667,611.798333,219.398333,0,0,true,true,48,26.666667,10264,1376,42.401961,253.895667
BASE,N025-I01,25,1,15,57,RECOCIDO_SIMULADO,27.5202,4341,22618.846667,610.013333,220.088333,0,0,true,true,48,26.666667,10580,1456,42.401961,227.823707
BASE,N025-I01,25,1,15,57,GENETICO,261.2211,9060,22544.381667,604.548333,219.398333,0,0,true,true,48,26.666667,10600,1488,42.401961,
BASE,N025-I01,25,1,16,58,GENETICO,333.3261,9060,22544.381667,604.548333,219.398333,0,0,true,true,48,26.666667,10600,1488,42.401961,
BASE,N025-I01,25,1,16,58,RECOCIDO_SIMULADO,30.0437,4541,22539.406667,608.573333,219.308333,0,0,true,true,48,26.666667,11140,1528,42.401961,288.141004
BASE,N025-I01,25,1,17,59,RECOCIDO_SIMULADO,28.6868,4421,22603.21,620.543333,219.826667,0,0,true,true,52,33.333333,10868,1428,42.401961,248.495483
BASE,N025-I01,25,1,17,59,GENETICO,168.3105,9060,22544.381667,604.548333,219.398333,0,0,true,true,48,26.666667,10600,1488,42.401961,
BASE,N025-I01,25,1,18,60,GENETICO,297.7655,9060,22555.336667,605.003333,219.503333,0,0,true,true,48,26.666667,10636,1496,42.401961,
BASE,N025-I01,25,1,18,60,RECOCIDO_SIMULADO,28.0672,4461,22558.656667,608.323333,219.503333,0,0,true,true,48,26.666667,10964,1516,42.401961,264.893171
BASE,N025-I01,25,1,19,61,RECOCIDO_SIMULADO,27.8931,4421,22567.341667,611.008333,219.563333,0,0,true,true,48,26.666667,10664,1458,42.401961,250.094095
BASE,N025-I01,25,1,19,61,GENETICO,278.0672,9060,22544.381667,604.548333,219.398333,0,0,true,true,48,26.666667,10600,1488,42.401961,
BASE,N025-I01,25,1,20,62,GENETICO,215.9555,9060,22569.786667,604.453333,219.653333,0,0,true,true,48,26.666667,10692,1508,42.401961,
BASE,N025-I01,25,1,20,62,RECOCIDO_SIMULADO,28.2604,4461,22575.391667,608.558333,219.668333,0,0,true,true,48,26.666667,9944,1368,42.401961,256.508145
BASE,N025-I01,25,1,21,63,RECOCIDO_SIMULADO,28.7942,4421,22633.276667,610.943333,220.223333,0,0,true,true,48,26.666667,9790,1362,42.401961,252.116905
BASE,N025-I01,25,1,21,63,GENETICO,364.3137,9060,22535.841667,605.008333,219.308333,0,0,true,true,48,26.666667,10624,1488,42.401961,
BASE,N025-I01,25,1,22,64,GENETICO,147.3742,9060,22555.336667,605.003333,219.503333,0,0,true,true,48,26.666667,10796,1516,42.401961,
