variante,algoritmo,tamanio,corridas,factibles_pct,metrica,media,mediana,desviacion_muestral,mejor,peor
BASE,GENETICO,25,30,100,objetivo,22560.45,22555.041667,10.828084,22546.101667,22591.666667
BASE,GENETICO,25,30,100,tiempoMs,738.154707,736.6929,82.44452,587.5604,910.9221
BASE,GENETICO,25,30,100,evaluaciones,9060,9060,0,9060,9060
BASE,GENETICO,25,30,100,cumplimientoPct,48,48,0,48,48
BASE,GENETICO,25,30,100,cumplimientoPrioritariosPct,26.666667,26.666667,0,26.666667,26.666667
BASE,GENETICO,25,30,100,retrasoHoras,219.553333,219.498333,0.109119,219.408333,219.873333
BASE,GENETICO,25,30,100,tiempoAtencionHoras,605.116667,605.160833,0.303114,604.333333,605.518333
BASE,GENETICO,25,30,100,noAsignados,0,0,0,0,0
BASE,GENETICO,25,30,100,costo,10759.2,10738,74.813976,10656,10924
BASE,GENETICO,25,30,100,distanciaKm,1511.733333,1510,11.051395,1494,1534
BASE,GENETICO,25,30,100,utilizacionPct,42.401961,42.401961,0,42.401961,42.401961
BASE,RECOCIDO_SIMULADO,25,30,100,objetivo,22592.246889,22592.049167,25.989429,22550.556667,22642.106667
BASE,RECOCIDO_SIMULADO,25,30,100,tiempoMs,190.211517,187.22045,10.946395,177.9639,231.1518
BASE,RECOCIDO_SIMULADO,25,30,100,evaluaciones,4474.333333,4461,67.53458,4341,4581
BASE,RECOCIDO_SIMULADO,25,30,100,cumplimientoPct,49.066667,48,1.799106,52,48
BASE,RECOCIDO_SIMULADO,25,30,100,cumplimientoPrioritariosPct,28.444444,26.666667,2.99851,33.333333,26.666667
BASE,RECOCIDO_SIMULADO,25,30,100,retrasoHoras,219.816056,219.825,0.258201,219.408333,220.308333
BASE,RECOCIDO_SIMULADO,25,30,100,tiempoAtencionHoras,610.641333,610.550833,3.297509,605.958333,619.218333
BASE,RECOCIDO_SIMULADO,25,30,100,noAsignados,0,0,0,0,0
BASE,RECOCIDO_SIMULADO,25,30,100,costo,10921.133333,10880,308.158349,10292,11656
BASE,RECOCIDO_SIMULADO,25,30,100,distanciaKm,1494.733333,1496,52.326517,1410,1632
BASE,RECOCIDO_SIMULADO,25,30,100,utilizacionPct,42.401961,42.401961,0,42.401961,42.401961
BASE,GENETICO,50,30,100,objetivo,106201.982056,106452.708333,587.121704,104369.251667,106650.158333
BASE,GENETICO,50,30,100,tiempoMs,1682.595933,1628.1792,141.745028,1557.7804,2222.8511
BASE,GENETICO,50,30,100,evaluaciones,9060,9060,0,9060,9060
BASE,GENETICO,50,30,100,cumplimientoPct,28,28,0,28,28
BASE,GENETICO,50,30,100,cumplimientoPrioritariosPct,7.142857,7.142857,0,7.142857,7.142857
BASE,GENETICO,50,30,100,retrasoHoras,1034.392278,1045.106667,24.293259,975.055,1047.056667
BASE,GENETICO,50,30,100,tiempoAtencionHoras,1929.420944,1942.041667,28.886047,1863.751667,1944.491667
BASE,GENETICO,50,30,100,noAsignados,0.166667,0,0.379049,0,1
BASE,GENETICO,50,30,100,costo,16891.2,16759,298.75955,16306,17426
BASE,GENETICO,50,30,100,distanciaKm,2594.666667,2578,61.060362,2410,2706
BASE,GENETICO,50,30,100,utilizacionPct,73.627451,74.019608,0.893273,74.019608,71.568627
BASE,RECOCIDO_SIMULADO,50,30,100,objetivo,106571.446167,106570.056667,117.866438,106400.888333,106771.658333
BASE,RECOCIDO_SIMULADO,50,30,100,tiempoMs,675.043323,670.8862,23.062249,620.1168,721.5129
BASE,RECOCIDO_SIMULADO,50,30,100,evaluaciones,4905,4901,102.573775,4661,5141
BASE,RECOCIDO_SIMULADO,50,30,100,cumplimientoPct,28,28,0,28,28
BASE,RECOCIDO_SIMULADO,50,30,100,cumplimientoPrioritariosPct,7.142857,7.142857,0,7.142857,7.142857
BASE,RECOCIDO_SIMULADO,50,30,100,retrasoHoras,1046.231556,1046.245833,1.175014,1044.573333,1048.256667
BASE,RECOCIDO_SIMULADO,50,30,100,tiempoAtencionHoras,1948.290611,1947.315,3.350235,1943.555,1955.375
BASE,RECOCIDO_SIMULADO,50,30,100,noAsignados,0,0,0,0,0
BASE,RECOCIDO_SIMULADO,50,30,100,costo,17668.8,17689,450.385766,16894,18336
BASE,RECOCIDO_SIMULADO,50,30,100,distanciaKm,2673.666667,2666,82.577585,2536,2840
BASE,RECOCIDO_SIMULADO,50,30,100,utilizacionPct,74.019608,74.019608,0,74.019608,74.019608
BASE,GENETICO,100,30,100,objetivo,407898.158222,407861.0975,8342.056031,390957.225,424657.468333
BASE,GENETICO,100,30,100,tiempoMs,1592.156853,1578.45225,137.45379,1343.7508,1962.844
BASE,GENETICO,100,30,100,evaluaciones,9060,9060,0,9060,9060
BASE,GENETICO,100,30,100,cumplimientoPct,12.866667,13,0.860366,14,11
BASE,GENETICO,100,30,100,cumplimientoPrioritariosPct,8.010753,8.064516,1.233694,9.677419,4.83871
BASE,GENETICO,100,30,100,retrasoHoras,3055.532944,3063.408333,104.325509,2859.055,3312.57
BASE,GENETICO,100,30,100,tiempoAtencionHoras,4678.197111,4662.206667,122.370318,4479.401667,4978.676667
BASE,GENETICO,100,30,100,noAsignados,19.533333,20,1.041661,17,21
