escenario,id_pedido,cliente,cantidad_qq,prioridad,horas_limite,llegada,fecha_limite,x,y
N025-I01,1,c4910,2,REGULAR_36H,36,2026-01-01T01:30,2026-01-02T13:30,56,30
N025-I01,2,c9599,6,PRIORIZADO_18H,18,2026-01-01T04:55,2026-01-01T22:55,21,29
N025-I01,3,c8771,9,PRIORIZADO_4H,4,2026-01-01T08:52,2026-01-01T12:52,61,21
N025-I01,4,c5581,2,PRIORIZADO_4H,4,2026-01-01T10:19,2026-01-01T14:19,24,11
N025-I01,5,c6975,10,REGULAR_36H,36,2026-01-01T10:19,2026-01-02T22:19,24,37
N025-I01,6,c1736,10,PRIORIZADO_8H,8,2026-01-01T13:00,2026-01-01T21:00,21,49
N025-I01,7,c2476,8,PRIORIZADO_18H,18,2026-01-01T15:00,2026-01-02T09:00,11,30
N025-I01,8,c4470,4,PRIORIZADO_8H,8,2026-01-01T16:25,2026-01-02T00:25,2,7
N025-I01,9,c7528,10,REGULAR_36H,36,2026-01-01T18:11,2026-01-03T06:11,32,28
N025-I01,10,c7945,8,REGULAR_36H,36,2026-01-01T19:53,2026-01-03T07:53,48,7
N025-I01,11,c1738,8,PRIORIZADO_12H,12,2026-01-01T21:48,2026-01-02T09:48,14,13
N025-I01,12,c5408,4,REGULAR_36H,36,2026-01-01T23:07,2026-01-03T11:07,9,41
N025-I01,13,c5634,7,PRIORIZADO_18H,18,2026-01-02T01:25,2026-01-02T19:25,7,3
N025-I01,14,c3747,6,REGULAR_36H,36,2026-01-02T05:10,2026-01-03T17:10,65,18
N025-I01,15,c0353,5,REGULAR_36H,36,2026-01-02T13:58,2026-01-04T01:58,41,0
N025-I01,16,c0487,10,REGULAR_36H,36,2026-01-02T14:01,2026-01-04T02:01,64,49
N025-I01,17,c2098,9,PRIORIZADO_12H,12,2026-01-02T14:38,2026-01-03T02:38,1,31
N025-I01,18,c3423,6,REGULAR_36H,36,2026-01-02T14:42,2026-01-04T02:42,10,50
N025-I01,19,c6423,7,PRIORIZADO_18H,18,2026-01-02T14:52,2026-01-03T08:52,37,14
N025-I01,20,c0090,8,PRIORIZADO_4H,4,2026-01-02T16:49,2026-01-02T20:49,1,28
N025-I01,21,c0693,6,PRIORIZADO_4H,4,2026-01-02T18:34,2026-01-02T22:34,0,14
N025-I01,22,c2727,7,REGULAR_36H,36,2026-01-02T21:43,2026-01-04T09:43,55,35
N025-I01,23,c0134,2,PRIORIZADO_4H,4,2026-01-02T22:03,2026-01-03T02:03,15,26
N025-I01,24,c9105,9,PRIORIZADO_18H,18,2026-01-02T23:38,2026-01-03T17:38,30,43
N025-I01,25,c5110,10,PRIORIZADO_18H,18,2026-01-03T01:13,2026-01-03T19:13,45,0
N050-I01,1,c4910,2,REGULAR_36H,36,2026-01-01T01:30,2026-01-02T13:30,56,30
N050-I01,2,c9599,6,PRIORIZADO_18H,18,2026-01-01T04:55,2026-01-01T22:55,21,29
N050-I01,3,c8771,9,PRIORIZADO_4H,4,2026-01-01T08:52,2026-01-01T12:52,61,21
N050-I01,4,c5581,2,PRIORIZADO_4H,4,2026-01-01T10:19,2026-01-01T14:19,24,11
N050-I01,5,c6975,10,REGULAR_36H,36,2026-01-01T10:19,2026-01-02T22:19,24,37
N050-I01,6,c1736,10,PRIORIZADO_8H,8,2026-01-01T13:00,2026-01-01T21:00,21,49
N050-I01,7,c2476,8,PRIORIZADO_18H,18,2026-01-01T15:00,2026-01-02T09:00,11,30
N050-I01,8,c4470,4,PRIORIZADO_8H,8,2026-01-01T16:25,2026-01-02T00:25,2,7
N050-I01,9,c7528,10,REGULAR_36H,36,2026-01-01T18:11,2026-01-03T06:11,32,28
N050-I01,10,c7945,8,REGULAR_36H,36,2026-01-01T19:53,2026-01-03T07:53,48,7
N050-I01,11,c1738,8,PRIORIZADO_12H,12,2026-01-01T21:48,2026-01-02T09:48,14,13
N050-I01,12,c5408,4,REGULAR_36H,36,2026-01-01T23:07,2026-01-03T11:07,9,41
N050-I01,13,c5634,7,PRIORIZADO_18H,18,2026-01-02T01:25,2026-01-02T19:25,7,3
N050-I01,14,c3747,6,REGULAR_36H,36,2026-01-02T05:10,2026-01-03T17:10,65,18
N050-I01,15,c0353,5,REGULAR_36H,36,2026-01-02T13:58,2026-01-04T01:58,41,0
N050-I01,16,c0487,10,REGULAR_36H,36,2026-01-02T14:01,2026-01-04T02:01,64,49
N050-I01,17,c2098,9,PRIORIZADO_12H,12,2026-01-02T14:38,2026-01-03T02:38,1,31
N050-I01,18,c3423,6,REGULAR_36H,36,2026-01-02T14:42,2026-01-04T02:42,10,50
N050-I01,19,c6423,7,PRIORIZADO_18H,18,2026-01-02T14:52,2026-01-03T08:52,37,14
N050-I01,20,c0090,8,PRIORIZADO_4H,4,2026-01-02T16:49,2026-01-02T20:49,1,28
N050-I01,21,c0693,6,PRIORIZADO_4H,4,2026-01-02T18:34,2026-01-02T22:34,0,14
N050-I01,22,c2727,7,REGULAR_36H,36,2026-01-02T21:43,2026-01-04T09:43,55,35
N050-I01,23,c0134,2,PRIORIZADO_4H,4,2026-01-02T22:03,2026-01-03T02:03,15,26
N050-I01,24,c9105,9,PRIORIZADO_18H,18,2026-01-02T23:38,2026-01-03T17:38,30,43
