variante,escenario,tamanio,instancia,repeticion,semilla,algoritmo,tiempo_ms,evaluaciones,F,T_horas,R_horas,N,V,factible,verificada,cumplimiento_pct,cumplimiento_prioritarios_pct,costo,distancia_km,utilizacion_pct,temperatura_inicial
BASE,N025-I01,25,1,0,42,GENETICO,778.84,9060,22546.351667,605.518333,219.408333,0,0,true,true,48,26.666667,10656,1494,42.401961,
BASE,N025-I01,25,1,0,42,RECOCIDO_SIMULADO,183.4065,4341,22571.506667,611.173333,219.603333,0,0,true,true,48,26.666667,10780,1468,42.401961,225.403729
BASE,N025-I01,25,1,1,43,RECOCIDO_SIMULADO,184.0229,4461,22596.76,611.593333,219.851667,0,0,true,true,52,33.333333,10900,1442,42.401961,267.98373
BASE,N025-I01,25,1,1,43,GENETICO,852.3224,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,2,44,GENETICO,639.471,9060,22565.696667,605.363333,219.603333,0,0,true,true,48,26.666667,10764,1514,42.401961,
BASE,N025-I01,25,1,2,44,RECOCIDO_SIMULADO,186.0728,4501,22557.316667,607.483333,219.498333,0,0,true,true,48,26.666667,10636,1472,42.401961,279.683894
BASE,N025-I01,25,1,3,45,RECOCIDO_SIMULADO,189.3094,4581,22593.291667,605.958333,219.873333,0,0,true,true,48,26.666667,10856,1512,42.401961,312.113236
BASE,N025-I01,25,1,3,45,GENETICO,726.0455,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,4,46,GENETICO,806.9691,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,4,46,RECOCIDO_SIMULADO,184.6942,4501,22627.335,612.168333,220.151667,0,0,true,true,52,33.333333,11272,1526,42.401961,269.245674
BASE,N025-I01,25,1,5,47,RECOCIDO_SIMULADO,187.1376,4581,22560.231667,610.398333,219.498333,0,0,true,true,48,26.666667,10784,1446,42.401961,310.880138
BASE,N025-I01,25,1,5,47,GENETICO,788.6894,9060,22571.756667,605.423333,219.663333,0,0,true,true,48,26.666667,10748,1514,42.401961,
BASE,N025-I01,25,1,6,48,GENETICO,814.1477,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,6,48,RECOCIDO_SIMULADO,215.7206,4501,22602.291667,611.958333,219.903333,0,0,true,true,48,26.666667,11396,1560,42.401961,273.327145
BASE,N025-I01,25,1,7,49,RECOCIDO_SIMULADO,191.9352,4421,22582.356667,607.023333,219.753333,0,0,true,true,48,26.666667,10292,1412,42.401961,245.442038
BASE,N025-I01,25,1,7,49,GENETICO,646.5014,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,8,50,GENETICO,612.4144,9060,22591.666667,604.333333,219.873333,0,0,true,true,48,26.666667,10756,1522,42.401961,
BASE,N025-I01,25,1,8,50,RECOCIDO_SIMULADO,196.4474,4501,22589.366667,609.533333,219.798333,0,0,true,true,48,26.666667,10932,1502,42.401961,272.370736
BASE,N025-I01,25,1,9,51,RECOCIDO_SIMULADO,206.7657,4421,22612.405,609.238333,220.031667,0,0,true,true,52,33.333333,11656,1632,42.401961,248.356402
BASE,N025-I01,25,1,9,51,GENETICO,910.9221,9060,22546.101667,605.268333,219.408333,0,0,true,true,48,26.666667,10752,1506,42.401961,
BASE,N025-I01,25,1,10,52,GENETICO,677.3344,9060,22565.696667,605.363333,219.603333,0,0,true,true,48,26.666667,10764,1514,42.401961,
BASE,N025-I01,25,1,10,52,RECOCIDO_SIMULADO,231.1518,4541,22590.806667,610.973333,219.798333,0,0,true,true,48,26.666667,11380,1558,42.401961,284.490597
BASE,N025-I01,25,1,11,53,RECOCIDO_SIMULADO,188.7826,4461,22637.475,611.808333,220.256667,0,0,true,true,52,33.333333,11176,1522,42.401961,263.206583
BASE,N025-I01,25,1,11,53,GENETICO,741.6934,9060,22555.041667,605.208333,219.498333,0,0,true,true,48,26.666667,10856,1522,42.401961,
BASE,N025-I01,25,1,12,54,GENETICO,706.8479,9060,22577.316667,604.983333,219.723333,0,0,true,true,48,26.666667,10700,1510,42.401961,
BASE,N025-I01,25,1,12,54,RECOCIDO_SIMULADO,183.9179,4461,22588.551667,619.218333,219.693333,0,0,true,true,48,26.666667,11162,1526,42.401961,265.096086
BASE,N025-I01,25,1,13,55,RECOCIDO_SIMULADO,182.0854,4341,22551.536667,610.703333,219.408333,0,0,true,true,48,26.666667,10588,1410,42.401961,225.853452
BASE,N025-I01,25,1,13,55,GENETICO,731.6924,9060,22565.596667,605.263333,219.603333,0,0,true,true,48,26.666667,10924,1534,42.401961,
BASE,N025-I01,25,1,14,56,GENETICO,724.2275,9060,22546.351667,605.518333,219.408333,0,0,true,true,48,26.666667,10656,1494,42.401961,
BASE,N025-I01,25,1,14,56,RECOCIDO_SIMULADO,186.8929,4461,22642.106667,611.273333,220.308333,0,0,true,true,48,26.666667,10860,1508,42.401961,261.365036
BASE,N025-I01,25,1,15,57,RECOCIDO_SIMULADO,177.9639,4341,22594.176667,606.843333,219.873333,0,0,true,true,48,26.666667,11324,1540,42.401961,228.852676
BASE,N025-I01,25,1,15,57,GENETICO,764.203,9060,22565.696667,605.363333,219.603333,0,0,true,true,48,26.666667,10764,1514,42.401961,
BASE,N025-I01,25,1,16,58,GENETICO,810.5304,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,16,58,RECOCIDO_SIMULADO,190.5248,4541,22558.291667,608.458333,219.498333,0,0,true,true,48,26.666667,10680,1488,42.401961,289.66348
BASE,N025-I01,25,1,17,59,RECOCIDO_SIMULADO,183.3336,4421,22599.69,608.523333,219.911667,0,0,true,true,52,33.333333,11052,1528,42.401961,249.312906
BASE,N025-I01,25,1,17,59,GENETICO,784.658,9060,22546.351667,605.518333,219.408333,0,0,true,true,48,26.666667,10656,1494,42.401961,
BASE,N025-I01,25,1,18,60,GENETICO,627.1581,9060,22565.446667,605.113333,219.603333,0,0,true,true,48,26.666667,10860,1526,42.401961,
BASE,N025-I01,25,1,18,60,RECOCIDO_SIMULADO,184.3692,4461,22633.705,618.538333,220.151667,0,0,true,true,52,33.333333,10528,1412,42.401961,266.186915
BASE,N025-I01,25,1,19,61,RECOCIDO_SIMULADO,186.1446,4421,22602.85,607.183333,219.956667,0,0,true,true,52,33.333333,10780,1470,42.401961,250.986841
BASE,N025-I01,25,1,19,61,GENETICO,776.2982,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,20,62,GENETICO,809.308,9060,22565.446667,605.113333,219.603333,0,0,true,true,48,26.666667,10860,1526,42.401961,
BASE,N025-I01,25,1,20,62,RECOCIDO_SIMULADO,187.3627,4461,22627.535,609.368333,220.181667,0,0,true,true,52,33.333333,10840,1482,42.401961,265.491547
BASE,N025-I01,25,1,21,63,RECOCIDO_SIMULADO,180.5436,4421,22550.556667,609.723333,219.408333,0,0,true,true,48,26.666667,10796,1484,42.401961,253.877018
BASE,N025-I01,25,1,21,63,GENETICO,767.4241,9060,22571.756667,605.423333,219.663333,0,0,true,true,48,26.666667,10748,1514,42.401961,
BASE,N025-I01,25,1,22,64,GENETICO,839.8273,9060,22546.351667,605.518333,219.408333,0,0,true,true,48,26.666667,10656,1494,42.401961,
BASE,N025-I01,25,1,22,64,RECOCIDO_SIMULADO,189.8108,4581,22607.256667,610.923333,219.963333,0,0,true,true,48,26.666667,10900,1488,42.401961,305.246926
BASE,N025-I01,25,1,23,65,RECOCIDO_SIMULADO,203.0521,4581,22562.551667,612.718333,219.498333,0,0,true,true,48,26.666667,10792,1500,42.401961,312.160879
BASE,N025-I01,25,1,23,65,GENETICO,839.5645,9060,22565.446667,605.113333,219.603333,0,0,true,true,48,26.666667,10860,1526,42.401961,
BASE,N025-I01,25,1,24,66,GENETICO,595.8031,9060,22565.596667,605.263333,219.603333,0,0,true,true,48,26.666667,10924,1534,42.401961,
BASE,N025-I01,25,1,24,66,RECOCIDO_SIMULADO,187.5076,4501,22596.121667,607.288333,219.888333,0,0,true,true,48,26.666667,10520,1426,42.401961,274.265595
BASE,N025-I01,25,1,25,67,RECOCIDO_SIMULADO,190.2392,4461,22582.546667,613.213333,219.693333,0,0,true,true,48,26.666667,11148,1546,42.401961,260.920884
BASE,N025-I01,25,1,25,67,GENETICO,702.2213,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,26,68,GENETICO,727.6051,9060,22577.316667,604.983333,219.723333,0,0,true,true,48,26.666667,10700,1510,42.401961,
BASE,N025-I01,25,1,26,68,RECOCIDO_SIMULADO,187.675,4501,22573.796667,617.963333,219.558333,0,0,true,true,48,26.666667,10536,1414,42.401961,279.556866
BASE,N025-I01,25,1,27,69,RECOCIDO_SIMULADO,186.2846,4461,22619.036667,607.703333,220.113333,0,0,true,true,48,26.666667,10900,1534,42.401961,265.659114
BASE,N025-I01,25,1,27,69,GENETICO,689.7112,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,28,70,GENETICO,664.6499,9060,22555.041667,605.208333,219.498333,0,0,true,true,48,26.666667,10856,1522,42.401961,
BASE,N025-I01,25,1,28,70,RECOCIDO_SIMULADO,187.3033,4541,22569.791667,609.458333,219.603333,0,0,true,true,48,26.666667,11208,1542,42.401961,292.254567
BASE,N025-I01,25,1,29,71,RECOCIDO_SIMULADO,185.8876,4461,22586.161667,610.828333,219.753333,0,0,true,true,48,26.666667,10960,1492,42.401961,258.193522
BASE,N025-I01,25,1,29,71,GENETICO,587.5604,9060,22565.696667,605.363333,219.603333,0,0,true,true,48,26.666667,10764,1514,42.401961,
BASE,N050-I01,50,1,0,42,GENETICO,1714.4995,9060,106452.708333,1942.041667,1045.106667,0,0,true,true,28,7.142857,16712,2578,74.019608,
BASE,N050-I01,50,1,0,42,RECOCIDO_SIMULADO,675.9769,4901,106682.671667,1948.505,1047.341667,0,0,true,true,28,7.142857,17842,2634,74.019608,463.206449
BASE,N050-I01,50,1,1,43,RECOCIDO_SIMULADO,670.6575,4781,106718.6,1954.933333,1047.636667,0,0,true,true,28,7.142857,17440,2658,74.019608,402.765897
BASE,N050-I01,50,1,1,43,GENETICO,2222.8511,9060,104369.251667,1863.751667,975.055,1,0,true,true,28,7.142857,16306,2466,71.813725,
BASE,N050-I01,50,1,2,44,GENETICO,1737.3033,9060,106453.158333,1942.491667,1045.106667,0,0,true,true,28,7.142857,17304,2652,74.019608,
BASE,N050-I01,50,1,2,44,RECOCIDO_SIMULADO,714.2859,4941,106640.44,1949.273333,1046.911667,0,0,true,true,28,7.142857,18258,2764,74.019608,480.278577
BASE,N050-I01,50,1,3,45,RECOCIDO_SIMULADO,715.3513,4941,106481.875,1947.708333,1045.341667,0,0,true,true,28,7.142857,17856,2672,74.019608,473.41398
BASE,N050-I01,50,1,3,45,GENETICO,1633.7065,9060,106452.708333,1942.041667,1045.106667,0,0,true,true,28,7.142857,16712,2578,74.019608,
BASE,N050-I01,50,1,4,46,GENETICO,1612.0945,9060,106453.108333,1942.441667,1045.106667,0,0,true,true,28,7.142857,16664,2572,74.019608,
BASE,N050-I01,50,1,4,46,RECOCIDO_SIMULADO,620.1168,4661,106634.64,1950.973333,1046.836667,0,0,true,true,28,7.142857,18336,2840,74.019608,331.006944
BASE,N050-I01,50,1,5,47,RECOCIDO_SIMULADO,673.3916,4901,106524.556667,1948.39,1045.761667,0,0,true,true,28,7.142857,17670,2680,74.019608,453.176739
BASE,N050-I01,50,1,5,47,GENETICO,1703.391,9060,106593.088333,1942.921667,1046.501667,0,0,true,true,28,7.142857,16664,2562,74.019608,
BASE,N050-I01,50,1,6,48,GENETICO,1635.7304,9060,106453.158333,1942.491667,1045.106667,0,0,true,true,28,7.142857,17304,2652,74.019608,
BASE,N050-I01,50,1,6,48,RECOCIDO_SIMULADO,643.3486,4741,106607.89,1946.89,1046.61,0,0,true,true,28,7.142857,18024,2760,74.019608,366.707033
BASE,N050-I01,50,1,7,49,RECOCIDO_SIMULADO,659.754,4821,106622.755,1945.755,1046.77,0,0,true,true,28,7.142857,17708,2666,74.019608,421.20676
BASE,N050-I01,50,1,7,49,GENETICO,1796.931,9060,106361.978333,1941.811667,1044.201667,0,0,true,true,28,7.142857,16806,2530,74.019608,
BASE,N050-I01,50,1,8,50,GENETICO,1569.3675,9060,106650.158333,1944.491667,1047.056667,0,0,true,true,28,7.142857,17060,2614,74.019608,
BASE,N050-I01,50,1,8,50,RECOCIDO_SIMULADO,650.2086,4741,106642.311667,1952.311667,1046.9,0,0,true,true,28,7.142857,17808,2666,74.019608,367.704999
BASE,N050-I01,50,1,9,51,RECOCIDO_SIMULADO,673.2363,4901,106494.835,1945.835,1045.49,0,0,true,true,28,7.142857,18086,2790,74.019608,466.647725
BASE,N050-I01,50,1,9,51,GENETICO,1588.6585,9060,106453.158333,1942.491667,1045.106667,0,0,true,true,28,7.142857,17304,2652,74.019608,
BASE,N050-I01,50,1,10,52,GENETICO,1557.8585,9060,105290.75,1869.25,984.215,1,0,true,true,28,7.142857,16892,2598,71.568627,
BASE,N050-I01,50,1,10,52,RECOCIDO_SIMULADO,662.4505,4901,106771.658333,1945.991667,1048.256667,0,0,true,true,28,7.142857,17156,2626,74.019608,457.936862
BASE,N050-I01,50,1,11,53,RECOCIDO_SIMULADO,665.6486,4861,106488.445,1944.778333,1045.436667,0,0,true,true,28,7.142857,16976,2556,74.019608,437.100618
BASE,N050-I01,50,1,11,53,GENETICO,1609.2879,9060,106452.708333,1942.041667,1045.106667,0,0,true,true,28,7.142857,16712,2578,74.019608,
BASE,N050-I01,50,1,12,54,GENETICO,1557.7804,9060,106453.158333,1942.491667,1045.106667,0,0,true,true,28,7.142857,17304,2652,74.019608,
BASE,N050-I01,50,1,12,54,RECOCIDO_SIMULADO,661.7549,4821,106668.951667,1946.785,1047.221667,0,0,true,true,28,7.142857,18182,2738,74.019608,405.42424
BASE,N050-I01,50,1,13,55,RECOCIDO_SIMULADO,660.4421,4861,106431.865,1949.698333,1044.821667,0,0,true,true,28,7.142857,18336,2806,74.019608,437.631766
BASE,N050-I01,50,1,13,55,GENETICO,1814.4231,9060,106328.138333,1940.638333,1043.875,0,0,true,true,28,7.142857,17426,2706,74.019608,
BASE,N050-I01,50,1,14,56,GENETICO,1701.5222,9060,106452.708333,1942.041667,1045.106667,0,0,true,true,28,7.142857,16712,2578,74.019608,
BASE,N050-I01,50,1,14,56,RECOCIDO_SIMULADO,706.7426,5021,106400.888333,1943.555,1044.573333,0,0,true,true,28,7.142857,17474,2584,74.019608,545.981763
BASE,N050-I01,50,1,15,57,RECOCIDO_SIMULADO,691.0719,4861,106694.755,1946.921667,1047.478333,0,0,true,true,28,7.142857,17360,2626,74.019608,437.079042
BASE,N050-I01,50,1,15,57,GENETICO,1607.3422,9060,106422.248333,1942.581667,1044.796667,0,0,true,true,28,7.142857,16696,2564,74.019608,
BASE,N050-I01,50,1,16,58,GENETICO,1612.5042,9060,106452.708333,1942.041667,1045.106667,0,0,true,true,28,7.142857,16712,2578,74.019608,
BASE,N050-I01,50,1,16,58,RECOCIDO_SIMULADO,690.3726,4901,106466.89,1952.723333,1045.141667,0,0,true,true,28,7.142857,17528,2664,74.019608,454.89735
