variante,escenario,tamanio,instancia,repeticion,semilla,algoritmo,tiempo_ms,evaluaciones,F,T_horas,R_horas,N,V,factible,verificada,cumplimiento_pct,cumplimiento_prioritarios_pct,costo,distancia_km,utilizacion_pct,temperatura_inicial
BASE,N025-I01,25,1,0,42,GENETICO,787.2391,9060,22546.351667,605.518333,219.408333,0,0,true,true,48,26.666667,10656,1494,42.401961,
BASE,N025-I01,25,1,0,42,RECOCIDO_SIMULADO,179.3705,4341,22571.506667,611.173333,219.603333,0,0,true,true,48,26.666667,10780,1468,42.401961,225.403729
BASE,N025-I01,25,1,1,43,RECOCIDO_SIMULADO,184.8724,4461,22596.76,611.593333,219.851667,0,0,true,true,52,33.333333,10900,1442,42.401961,267.98373
BASE,N025-I01,25,1,1,43,GENETICO,852.9821,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,2,44,GENETICO,639.4281,9060,22565.696667,605.363333,219.603333,0,0,true,true,48,26.666667,10764,1514,42.401961,
BASE,N025-I01,25,1,2,44,RECOCIDO_SIMULADO,186.552,4501,22557.316667,607.483333,219.498333,0,0,true,true,48,26.666667,10636,1472,42.401961,279.683894
BASE,N025-I01,25,1,3,45,RECOCIDO_SIMULADO,193.5652,4581,22593.291667,605.958333,219.873333,0,0,true,true,48,26.666667,10856,1512,42.401961,312.113236
BASE,N025-I01,25,1,3,45,GENETICO,730.8965,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,4,46,GENETICO,788.2557,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,4,46,RECOCIDO_SIMULADO,184.9793,4501,22627.335,612.168333,220.151667,0,0,true,true,52,33.333333,11272,1526,42.401961,269.245674
BASE,N025-I01,25,1,5,47,RECOCIDO_SIMULADO,189.5994,4581,22560.231667,610.398333,219.498333,0,0,true,true,48,26.666667,10784,1446,42.401961,310.880138
BASE,N025-I01,25,1,5,47,GENETICO,791.4852,9060,22571.756667,605.423333,219.663333,0,0,true,true,48,26.666667,10748,1514,42.401961,
BASE,N025-I01,25,1,6,48,GENETICO,759.8702,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,6,48,RECOCIDO_SIMULADO,185.1284,4501,22602.291667,611.958333,219.903333,0,0,true,true,48,26.666667,11396,1560,42.401961,273.327145
BASE,N025-I01,25,1,7,49,RECOCIDO_SIMULADO,183.5464,4421,22582.356667,607.023333,219.753333,0,0,true,true,48,26.666667,10292,1412,42.401961,245.442038
BASE,N025-I01,25,1,7,49,GENETICO,644.4178,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,8,50,GENETICO,633.9301,9060,22591.666667,604.333333,219.873333,0,0,true,true,48,26.666667,10756,1522,42.401961,
BASE,N025-I01,25,1,8,50,RECOCIDO_SIMULADO,194.0584,4501,22589.366667,609.533333,219.798333,0,0,true,true,48,26.666667,10932,1502,42.401961,272.370736
BASE,N025-I01,25,1,9,51,RECOCIDO_SIMULADO,188.1173,4421,22612.405,609.238333,220.031667,0,0,true,true,52,33.333333,11656,1632,42.401961,248.356402
BASE,N025-I01,25,1,9,51,GENETICO,905.0166,9060,22546.101667,605.268333,219.408333,0,0,true,true,48,26.666667,10752,1506,42.401961,
BASE,N025-I01,25,1,10,52,GENETICO,682.5179,9060,22565.696667,605.363333,219.603333,0,0,true,true,48,26.666667,10764,1514,42.401961,
BASE,N025-I01,25,1,10,52,RECOCIDO_SIMULADO,192.6341,4541,22590.806667,610.973333,219.798333,0,0,true,true,48,26.666667,11380,1558,42.401961,284.490597
BASE,N025-I01,25,1,11,53,RECOCIDO_SIMULADO,183.0341,4461,22637.475,611.808333,220.256667,0,0,true,true,52,33.333333,11176,1522,42.401961,263.206583
BASE,N025-I01,25,1,11,53,GENETICO,720.2492,9060,22555.041667,605.208333,219.498333,0,0,true,true,48,26.666667,10856,1522,42.401961,
BASE,N025-I01,25,1,12,54,GENETICO,700.69,9060,22577.316667,604.983333,219.723333,0,0,true,true,48,26.666667,10700,1510,42.401961,
BASE,N025-I01,25,1,12,54,RECOCIDO_SIMULADO,194.6063,4461,22588.551667,619.218333,219.693333,0,0,true,true,48,26.666667,11162,1526,42.401961,265.096086
BASE,N025-I01,25,1,13,55,RECOCIDO_SIMULADO,181.7727,4341,22551.536667,610.703333,219.408333,0,0,true,true,48,26.666667,10588,1410,42.401961,225.853452
BASE,N025-I01,25,1,13,55,GENETICO,739.1287,9060,22565.596667,605.263333,219.603333,0,0,true,true,48,26.666667,10924,1534,42.401961,
BASE,N025-I01,25,1,14,56,GENETICO,717.8552,9060,22546.351667,605.518333,219.408333,0,0,true,true,48,26.666667,10656,1494,42.401961,
BASE,N025-I01,25,1,14,56,RECOCIDO_SIMULADO,188.0592,4461,22642.106667,611.273333,220.308333,0,0,true,true,48,26.666667,10860,1508,42.401961,261.365036
BASE,N025-I01,25,1,15,57,RECOCIDO_SIMULADO,179.7869,4341,22594.176667,606.843333,219.873333,0,0,true,true,48,26.666667,11324,1540,42.401961,228.852676
BASE,N025-I01,25,1,15,57,GENETICO,772.5955,9060,22565.696667,605.363333,219.603333,0,0,true,true,48,26.666667,10764,1514,42.401961,
BASE,N025-I01,25,1,16,58,GENETICO,823.2047,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,16,58,RECOCIDO_SIMULADO,191.3637,4541,22558.291667,608.458333,219.498333,0,0,true,true,48,26.666667,10680,1488,42.401961,289.66348
BASE,N025-I01,25,1,17,59,RECOCIDO_SIMULADO,182.1778,4421,22599.69,608.523333,219.911667,0,0,true,true,52,33.333333,11052,1528,42.401961,249.312906
BASE,N025-I01,25,1,17,59,GENETICO,789.0979,9060,22546.351667,605.518333,219.408333,0,0,true,true,48,26.666667,10656,1494,42.401961,
BASE,N025-I01,25,1,18,60,GENETICO,637.3933,9060,22565.446667,605.113333,219.603333,0,0,true,true,48,26.666667,10860,1526,42.401961,
BASE,N025-I01,25,1,18,60,RECOCIDO_SIMULADO,188.7219,4461,22633.705,618.538333,220.151667,0,0,true,true,52,33.333333,10528,1412,42.401961,266.186915
BASE,N025-I01,25,1,19,61,RECOCIDO_SIMULADO,187.777,4421,22602.85,607.183333,219.956667,0,0,true,true,52,33.333333,10780,1470,42.401961,250.986841
BASE,N025-I01,25,1,19,61,GENETICO,784.7334,9060,22554.641667,604.808333,219.498333,0,0,true,true,48,26.666667,10728,1506,42.401961,
BASE,N025-I01,25,1,20,62,GENETICO,821.9498,9060,22565.446667,605.113333,219.603333,0,0,true,true,48,26.666667,10860,1526,42.401961,
BASE,N025-I01,25,1,20,62,RECOCIDO_SIMULADO,185.5325,4461,22627.535,609.368333,220.181667,0,0,true,true,52,33.333333,10840,1482,42.401961,265.491547
BASE,N025-I01,25,1,21,63,RECOCIDO_SIMULADO,186.7123,4421,22550.556667,609.723333,219.408333,0,0,true,true,48,26.666667,10796,1484,42.401961,253.877018
BASE,N025-I01,25,1,21,63,GENETICO,773.0407,9060,22571.756667,605.423333,219.663333,0,0,true,true,48,26.666667,10748,1514,42.401961,
BASE,N025-I01,25,1,22,64,GENETICO,845.2239,9060,22546.351667,605.518333,219.408333,0,0,true,true,48,26.666667,10656,1494,42.401961,
BASE,N025-I01,25,1,22,64,RECOCIDO_SIMULADO,194.7631,4581,22607.256667,610.923333,219.963333,0,0,true,true,48,26.666667,10900,1488,42.401961,305.246926
BASE,N025-I01,25,1,23,65,RECOCIDO_SIMULADO,188.1109,4581,22562.551667,612.718333,219.498333,0,0,true,true,48,26.666667,10792,1500,42.401961,312.160879
BASE,N025-I01,25,1,23,65,GENETICO,821.9055,9060,22565.446667,605.113333,219.603333,0,0,true,true,48,26.666667,10860,1526,42.401961,
BASE,N025-I01,25,1,24,66,GENETICO,565.2785,9060,22565.596667,605.263333,219.603333,0,0,true,true,48,26.666667,10924,1534,42.401961,
BASE,N025-I01,25,1,24,66,RECOCIDO_SIMULADO,186.1603,4501,22596.121667,607.288333,219.888333,0,0,true,true,48,26.666667,10520,1426,42.401961,274.265595
